web-scraper-order,web-scraper-start-url,title,detail,detail-href,year,rate,duration_hour,duration_min,duration,imdb_rating,num_vote,num_vote_clean,release_date,release_date_country,date,day,month,year,gross_us_can,gross_opening_weekend,gross_worldwide
1647979931-3592,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Secretary,Secretary,https://www.imdb.com/title/tt0274812/?ref_=adv_li_tt,2002,R,1h,47m,107,6.9,90K,90000,"October 11, 2002 (United States)",United States,11-Oct-02,11,Oct,2002,"$4,059,680 ","$182,306 ","$9,304,609 "
1647968054-1035,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Donnie Brasco,Donnie Brasco,https://www.imdb.com/title/tt0119008/?ref_=adv_li_tt,1997,R,2h,7m,127,7.7,298K,298000,"February 28, 1997 (United States)",United States,28-Feb-97,28,Feb,1997,"$41,909,762 ","$11,660,216 ","$124,909,762 "
1647970640-1586,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Greatest Showman,The Greatest Showman,https://www.imdb.com/title/tt1485796/?ref_=adv_li_tt,2017,G,1h,45m,105,7.6,269K,269000,"December 20, 2017 (United States)",United States,20-Dec-17,20,Dec,2017,"$174,340,174 ","$8,805,843 ","$436,949,634 "
1647974947-2503,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Asterix & Obelix: Mission Cleopatra,Asterix & Obelix: Mission Cleopatra,https://www.imdb.com/title/tt0250223/?ref_=adv_li_tt,2002,PG,1h,47m,107,6.6,52K,52000,"January 30, 2002 (France)",France,30-Jan-02,30,Jan,2002,"$3,115,188 ",null,"$128,027,976 "
1647979815-3567,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Rambo: Last Blood,Rambo: Last Blood,https://www.imdb.com/title/tt1206885/?ref_=adv_li_tt,2019,18,1h,29m,89,6.1,94K,94000,"September 19, 2019 (Thailand)",Thailand,19-Sep-19,19,Sep,2019,"$44,819,352 ","$18,872,919 ","$91,490,353 "
1647975430-2609,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Fool's Gold,Fool's Gold,https://www.imdb.com/title/tt0770752/?ref_=adv_li_tt,2008,PG-13,1h,52m,112,5.7,79K,79000,"March 27, 2008 (Thailand)",Thailand,27-Mar-08,27,Mar,2008,"$70,231,041 ","$21,589,295 ","$111,231,041 "
1647978870-3362,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Cold Pursuit,Cold Pursuit,https://www.imdb.com/title/tt5719748/?ref_=adv_li_tt,2019,18,1h,59m,119,6.2,67K,67000,"February 8, 2019 (Canada)",Canada,08-Feb-19,08,Feb,2019,"$32,138,862 ","$11,030,233 ","$76,419,755 "
1647972985-2077,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Hidalgo,Hidalgo,https://www.imdb.com/title/tt0317648/?ref_=adv_li_tt,2004,PG-13,2h,16m,136,6.7,81K,81000,"March 12, 2004 (Thailand)",Thailand,12-Mar-04,12,Mar,2004,"$67,303,450 ","$18,829,435 ","$108,040,622 "
1647975295-2580,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Moonraker,Moonraker,https://www.imdb.com/title/tt0079574/?ref_=adv_li_tt,1979,PG,2h,6m,126,6.3,99K,99000,"June 27, 1979 (United Kingdom)",United Kingdom,27-Jun-79,27,Jun,1979,"$70,308,099 ","$7,108,344 ","$210,308,099 "
1647975448-2613,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Adventures of Baron Munchausen,The Adventures of Baron Munchausen,https://www.imdb.com/title/tt0096764/?ref_=adv_li_tt,1988,PG,2h,6m,126,7.1,53K,53000,"March 17, 1989 (United Kingdom)",United Kingdom,17-Mar-89,17,Mar,1989,"$8,083,123 ","$597,400 ","$8,083,123 "
1647979305-3457,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Indecent Proposal,Indecent Proposal,https://www.imdb.com/title/tt0107211/?ref_=adv_li_tt,1993,R,1h,57m,117,6,70K,70000,"April 7, 1993 (United States)",United States,07-Apr-93,07,Apr,1993,"$106,614,059 ","$18,387,632 ","$266,614,059 "
1647972199-1907,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Cobbler,The Cobbler,https://www.imdb.com/title/tt3203616/?ref_=adv_li_tt,2014,PG-13,1h,39m,99,5.8,55K,55000,"March 13, 2015 (United States)",United States,13-Mar-15,13,Mar,2015,null,null,"$6,501,058 "
1647978577-3298,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Pretty in Pink,Pretty in Pink,https://www.imdb.com/title/tt0091790/?ref_=adv_li_tt,1986,PG-13,1h,37m,97,6.7,80K,80000,"February 28, 1986 (United States)",United States,28-Feb-86,28,Feb,1986,"$40,471,663 ","$6,065,870 ","$40,479,480 "
1647977170-2991,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Hot Chick,The Hot Chick,https://www.imdb.com/title/tt0302640/?ref_=adv_li_tt,2002,PG-13,1h,44m,104,5.5,94K,94000,"December 13, 2002 (United States)",United States,13-Dec-02,13,Dec,2002,"$35,081,594 ","$7,401,146 ","$54,639,553 "
1647971424-1751,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Once Upon a Time... In Hollywood,Once Upon a Time... In Hollywood,https://www.imdb.com/title/tt7131622/?ref_=adv_li_tt,2019,18,2h,41m,161,7.6,677K,677000,"July 26, 2019 (United States)",United States,26-Jul-19,26,Jul,2019,"$142,502,728 ","$41,082,018 ","$374,565,754 "
1647963703-126,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Lethal Weapon 2,Lethal Weapon 2,https://www.imdb.com/title/tt0097733/?ref_=adv_li_tt,1989,R-14,1h,54m,114,7.3,172K,172000,"July 7, 1989 (United States)",United States,07-Jul-89,07,Jul,1989,"$147,253,986 ","$20,388,800 ","$227,853,986 "
1647978351-3248,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Ice Age 5: Collision Course,Ice Age 5: Collision Course,https://www.imdb.com/title/tt3416828/?ref_=adv_li_tt,2016,G,1h,34m,94,5.7,64K,64000,"July 14, 2016 (Thailand)",Thailand,14-Jul-16,14,Jul,2016,"$64,063,008 ","$21,373,064 ","$408,754,975 "
1647964871-378,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The World's End,The World's End,https://www.imdb.com/title/tt1213663/?ref_=adv_li_tt,2013,R,1h,49m,109,7,275K,275000,"July 19, 2013 (United Kingdom)",United Kingdom,19-Jul-13,19,Jul,2013,"$26,004,851 ","$8,811,790 ","$46,091,271 "
1647977609-3086,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Chungking Express,Chungking Express,https://www.imdb.com/title/tt0109424/?ref_=adv_li_tt,1994,PG-13,1h,42m,102,8,76K,76000,"July 14, 1994 (Hong Kong)",Hong Kong,14-Jul-94,14,Jul,1994,"$600,200 ","$32,779 ","$1,324,762 "
1647971697-1797,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Robot & Frank,Robot & Frank,https://www.imdb.com/title/tt1990314/?ref_=adv_li_tt,2012,PG-13,1h,29m,89,7.1,64K,64000,"September 19, 2012 (France)",France,19-Sep-12,19,Sep,2012,"$3,325,038 ","$35,539 ","$4,806,423 "
1647975801-2689,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",'71,'71,https://www.imdb.com/title/tt2614684/?ref_=adv_li_tt,2014,R,1h,39m,99,7.2,55K,55000,"October 10, 2014 (United Kingdom)",United Kingdom,10-Oct-14,10,Oct,2014,"$1,270,847 ","$55,761 ","$3,062,178 "
1647963199-17,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Men Who Stare at Goats,The Men Who Stare at Goats,https://www.imdb.com/title/tt1234548/?ref_=adv_li_tt,2009,R,1h,34m,94,6.2,131K,131000,"January 7, 2010 (Thailand)",Thailand,07-Jan-10,07,Jan,2010,"$32,428,195 ","$12,706,654 ","$69,095,771 "
1647973172-2117,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Darkest Hour,The Darkest Hour,https://www.imdb.com/title/tt1093357/?ref_=adv_li_tt,2011,PG-13,1h,29m,89,4.9,61K,61000,"December 22, 2011 (Russia)",Russia,22-Dec-11,22,Dec,2011,"$21,443,494 ","$2,993,519 ","$64,626,786 "
1647969963-1440,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Old Boy,Old Boy,https://www.imdb.com/title/tt0364569/?ref_=adv_li_tt,2003,R,2h,,120,8.4,558K,558000,"November 21, 2003 (South Korea)",South Korea,21-Nov-03,21,Nov,2003,"$707,481 ","$68,957 ","$15,194,593 "
1647977023-2958,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,https://www.imdb.com/title/tt0790628/?ref_=adv_li_tt,2013,PG-13,1h,40m,100,5.9,73K,73000,"March 15, 2013 (United States)",United States,15-Mar-13,15,Mar,2013,"$22,537,881 ","$10,177,257 ","$27,437,881 "
1647978568-3296,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Last House on the Left,The Last House on the Left,https://www.imdb.com/title/tt0844708/?ref_=adv_li_tt,2009,R,1h,50m,110,6.5,91K,91000,"March 13, 2009 (United States)",United States,13-Mar-09,13,Mar,2009,"$32,752,215 ","$14,118,685 ","$45,995,223 "
1647971581-1771,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Swades,Swades,https://www.imdb.com/title/tt0367110/?ref_=adv_li_tt,2004,Not Rated,3h,30m,210,8.3,89K,89000,"December 17, 2004 (India)",India,17-Dec-04,17,Dec,2004,"$1,223,240 ","$424,804 ","$1,953,889 "
1647970618-1581,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Her,Her,https://www.imdb.com/title/tt1798709/?ref_=adv_li_tt,2013,R,2h,6m,126,8,587K,587000,"January 10, 2014 (United States)",United States,10-Jan-14,10,Jan,2014,"$25,568,251 ","$260,382 ","$48,517,427 "
1647980143-3639,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Pig,Pig,https://www.imdb.com/title/tt11003218/?ref_=adv_li_tt,2021,R,1h,32m,92,7,59K,59000,"July 16, 2021 (United States)",United States,16-Jul-21,16,Jul,2021,"$3,186,668 ","$970,935 ","$3,854,293 "
1647972663-2007,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Flight of the Phoenix,Flight of the Phoenix,https://www.imdb.com/title/tt0377062/?ref_=adv_li_tt,2004,15,1h,53m,113,6.1,54K,54000,"June 2, 2005 (Thailand)",Thailand,02-Jun-05,02,Jun,2005,"$21,009,180 ","$5,019,430 ","$35,021,497 "
1647980109-3632,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",A Walk Among the Tombstones,A Walk Among the Tombstones,https://www.imdb.com/title/tt0365907/?ref_=adv_li_tt,2014,18,1h,54m,114,6.5,119K,119000,"September 25, 2014 (Thailand)",Thailand,25-Sep-14,25,Sep,2014,"$26,307,600 ","$12,758,780 ","$58,834,384 "
1647974302-2363,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Sooryavanshi,Sooryavanshi,https://www.imdb.com/title/tt9531772/?ref_=adv_li_tt,2021,null,null,,null,6.6,74K,74000,"November 5, 2021 (India)",India,05-Nov-21,05,Nov,2021,"$3,547,776 ","$1,443,475 ","$6,984,082 "
1647980038-3616,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Thirteen,Thirteen,https://www.imdb.com/title/tt0328538/?ref_=adv_li_tt,2003,R,1h,40m,100,6.8,86K,86000,"September 19, 2003 (United States)",United States,19-Sep-03,19,Sep,2003,"$4,601,043 ","$116,260 ","$10,128,960 "
1647966939-796,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Who Framed Roger Rabbit,Who Framed Roger Rabbit,https://www.imdb.com/title/tt0096438/?ref_=adv_li_tt,1988,PG,1h,44m,104,7.7,196K,196000,"June 22, 1988 (United States)",United States,22-Jun-88,22,Jun,1988,"$156,452,370 ","$11,226,239 ","$329,803,958 "
1647966138-625,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Lion,Lion,https://www.imdb.com/title/tt3741834/?ref_=adv_li_tt,2016,G,1h,58m,118,8,231K,231000,"January 5, 2017 (Thailand)",Thailand,05-Jan-17,05,Jan,2017,"$51,738,905 ","$123,360 ","$140,853,810 "
1647974516-2410,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Nutty Professor,The Nutty Professor,https://www.imdb.com/title/tt0117218/?ref_=adv_li_tt,1996,PG-13,1h,35m,95,5.7,116K,116000,"December 1, 1996 (Thailand)",Thailand,01-Dec-96,01,Dec,1996,"$128,814,019 ","$25,411,725 ","$273,961,019 "
1647971410-1748,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Shawshank Redemption,The Shawshank Redemption,https://www.imdb.com/title/tt0111161/?ref_=adv_li_tt,1994,R,2h,22m,142,9.3,2.6M,2600000,"October 14, 1994 (United States)",United States,14-Oct-94,14,Oct,1994,"$28,767,189 ","$727,327 ","$28,884,504 "
1647979647-3531,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Disaster Movie,Disaster Movie,https://www.imdb.com/title/tt1213644/?ref_=adv_li_tt,2008,PG-13,1h,27m,87,1.9,91K,91000,"October 2, 2008 (Thailand)",Thailand,02-Oct-08,02,Oct,2008,"$14,190,901 ","$5,836,973 ","$34,816,824 "
1647965692-529,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",We Were Soldiers,We Were Soldiers,https://www.imdb.com/title/tt0277434/?ref_=adv_li_tt,2002,R,2h,18m,138,7.2,139K,139000,"March 1, 2002 (United States)",United States,01-Mar-02,01,Mar,2002,"$78,122,718 ","$20,212,543 ","$115,374,915 "
1647976702-2887,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Scanners,Scanners,https://www.imdb.com/title/tt0081455/?ref_=adv_li_tt,1981,R,1h,43m,103,6.8,54K,54000,"January 16, 1981 (Canada)",Canada,16-Jan-81,16,Jan,1981,"$14,225,876 ",null,"$14,225,876 "
1647968148-1055,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Spaceballs,Spaceballs,https://www.imdb.com/title/tt0094012/?ref_=adv_li_tt,1987,PG,1h,36m,96,7.1,185K,185000,"June 24, 1987 (United States)",United States,24-Jun-87,24,Jun,1987,"$38,119,483 ","$6,613,837 ","$38,119,483 "
1647964656-332,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Before Sunset,Before Sunset,https://www.imdb.com/title/tt0381681/?ref_=adv_li_tt,2004,R,1h,20m,80,8.1,255K,255000,"July 30, 2004 (United States)",United States,30-Jul-04,30,Jul,2004,"$5,820,649 ","$219,425 ","$15,936,507 "
1647978604-3304,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Papillon,Papillon,https://www.imdb.com/title/tt5093026/?ref_=adv_li_tt,2017,R,2h,13m,133,7.2,72K,72000,"August 24, 2018 (United States)",United States,24-Aug-18,24,Aug,2018,"$2,335,896 ","$1,090,073 ","$10,060,903 "
1647970423-1539,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Rock,The Rock,https://www.imdb.com/title/tt0117500/?ref_=adv_li_tt,1996,R,2h,16m,136,7.4,331K,331000,"June 7, 1996 (United States)",United States,07-Jun-96,07,Jun,1996,"$134,069,511 ","$25,069,525 ","$335,062,621 "
1647968280-1084,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",In the Heart of the Sea,In the Heart of the Sea,https://www.imdb.com/title/tt1390411/?ref_=adv_li_tt,2015,G,2h,2m,122,6.9,135K,135000,"December 3, 2015 (Thailand)",Thailand,03-Dec-15,03,Dec,2015,"$25,020,758 ","$11,053,366 ","$93,920,758 "
1647965020-405,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Deepwater Horizon,Deepwater Horizon,https://www.imdb.com/title/tt1860357/?ref_=adv_li_tt,2016,15,1h,47m,107,7.1,165K,165000,"September 29, 2016 (Hong Kong)",Hong Kong,29-Sep-16,29,Sep,2016,"$61,433,527 ","$20,223,544 ","$121,790,373 "
1647969483-1340,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Devil Wears Prada,The Devil Wears Prada,https://www.imdb.com/title/tt0458352/?ref_=adv_li_tt,2006,PG-13,1h,49m,109,6.9,403K,403000,"September 28, 2006 (Thailand)",Thailand,28-Sep-06,28,Sep,2006,"$124,740,460 ","$27,537,244 ","$326,706,115 "
1647966953-799,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Men in Black 3,Men in Black 3,https://www.imdb.com/title/tt1409024/?ref_=adv_li_tt,2012,PG-13,1h,46m,106,6.8,354K,354000,"May 24, 2012 (Thailand)",Thailand,24-May-12,24,May,2012,"$179,020,854 ","$54,592,779 ","$624,026,776 "
1647971129-1689,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Gentlemen,The Gentlemen,https://www.imdb.com/title/tt8367814/?ref_=adv_li_tt,2019,15,1h,53m,113,7.8,308K,308000,"January 1, 2020 (United Kingdom)",United Kingdom,01-Jan-20,01,Jan,2020,"$36,471,795 ","$10,651,884 ","$115,171,795 "
1647976259-2791,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",U-571,U-571,https://www.imdb.com/title/tt0141926/?ref_=adv_li_tt,2000,PG-13,1h,56m,116,6.6,82K,82000,"June 30, 2000 (Thailand)",Thailand,30-Jun-00,30,Jun,2000,"$77,122,415 ","$19,553,310 ","$127,666,415 "
1647963383-57,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Matchstick Men,Matchstick Men,https://www.imdb.com/title/tt0325805/?ref_=adv_li_tt,2003,PG-13,1h,56m,116,7.3,130K,130000,"September 12, 2003 (United States)",United States,12-Sep-03,12,Sep,2003,"$36,906,460 ","$13,087,307 ","$65,565,672 "
1647967062-822,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Fast Five,Fast Five,https://www.imdb.com/title/tt1596343/?ref_=adv_li_tt,2011,PG-13,2h,10m,130,7.3,374K,374000,"May 5, 2011 (Thailand)",Thailand,05-May-11,05,May,2011,"$209,837,675 ","$86,198,765 ","$626,137,675 "
1647963959-181,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Ghost in the Shell,Ghost in the Shell,https://www.imdb.com/title/tt0113568/?ref_=adv_li_tt,1995,TV-MA,1h,23m,83,7.9,139K,139000,"November 18, 1995 (Japan)",Japan,18-Nov-95,18,Nov,1995,"$889,074 ","$2,736 ","$918,738 "
1647970478-1551,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Dirty Dancing,Dirty Dancing,https://www.imdb.com/title/tt0092890/?ref_=adv_li_tt,1987,PG-13,1h,40m,100,7,223K,223000,"August 21, 1987 (United States)",United States,21-Aug-87,21,Aug,1987,"$64,577,242 ","$3,900,000 ","$214,577,242 "
1647970215-1494,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Phantom Thread,Phantom Thread,https://www.imdb.com/title/tt5776858/?ref_=adv_li_tt,2017,R,2h,10m,130,7.5,127K,127000,"January 19, 2018 (United States)",United States,19-Jan-18,19,Jan,2018,"$21,198,205 ","$216,495 ","$47,775,493 "
1647975439-2611,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Tammy,Tammy,https://www.imdb.com/title/tt2103254/?ref_=adv_li_tt,2014,R,1h,37m,97,4.9,51K,51000,"July 2, 2014 (United States)",United States,02-Jul-14,02,Jul,2014,"$84,525,432 ","$21,577,049 ","$100,375,432 "
1647968649-1163,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Amélie,Amélie,https://www.imdb.com/title/tt0211915/?ref_=adv_li_tt,2001,R,2h,2m,122,8.3,739K,739000,"April 25, 2001 (France)",France,25-Apr-01,25,Apr,2001,"$33,225,499 ","$136,470 ","$174,118,254 "
1647966625-730,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Leaving Las Vegas,Leaving Las Vegas,https://www.imdb.com/title/tt0113627/?ref_=adv_li_tt,1995,R,1h,51m,111,7.5,122K,122000,"February 9, 1996 (United States)",United States,09-Feb-96,09,Feb,1996,"$32,029,928 ","$70,864 ","$32,029,928 "
1647973903-2276,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Centurion,Centurion,https://www.imdb.com/title/tt1020558/?ref_=adv_li_tt,2010,R,1h,37m,97,6.3,82K,82000,"April 23, 2010 (United Kingdom)",United Kingdom,23-Apr-10,23,Apr,2010,"$123,570 ","$42,826 ","$6,890,432 "
1647977376-3035,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",New Year's Eve,New Year's Eve,https://www.imdb.com/title/tt1598822/?ref_=adv_li_tt,2011,PG-13,1h,58m,118,5.6,85K,85000,"December 9, 2011 (United States)",United States,09-Dec-11,09,Dec,2011,"$54,544,638 ","$13,019,180 ","$142,044,638 "
1647969006-1239,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Wizard of Oz,The Wizard of Oz,https://www.imdb.com/title/tt0032138/?ref_=adv_li_tt,1939,G,1h,42m,102,8.1,387K,387000,"November 19, 1941 (Thailand)",Thailand,19-Nov-41,19,Nov,1941,"$24,668,669 ","$5,354,311 ","$25,637,669 "
1647967576-932,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Last of the Mohicans,The Last of the Mohicans,https://www.imdb.com/title/tt0104691/?ref_=adv_li_tt,1992,R,1h,52m,112,7.7,165K,165000,"September 25, 1992 (United States)",United States,25-Sep-92,25,Sep,1992,"$75,505,856 ","$10,976,661 ","$75,505,856 "
1647964884-381,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,https://www.imdb.com/title/tt0443680/?ref_=adv_li_tt,2007,R,2h,40m,160,7.5,178K,178000,"October 19, 2007 (United States)",United States,19-Oct-07,19,Oct,2007,"$3,909,149 ","$147,812 ","$15,001,776 "
1647969974-1442,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Aquaman,Aquaman,https://www.imdb.com/title/tt1477834/?ref_=adv_li_tt,2018,G,2h,23m,143,6.9,436K,436000,"December 21, 2018 (United States)",United States,21-Dec-18,21,Dec,2018,"$335,104,314 ","$67,873,522 ","$1,148,528,393 "
1647963584-100,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",John Q,John Q,https://www.imdb.com/title/tt0251160/?ref_=adv_li_tt,2002,PG-13,1h,56m,116,7.1,131K,131000,"February 15, 2002 (United States)",United States,15-Feb-02,15,Feb,2002,"$71,756,802 ","$20,275,194 ","$102,244,770 "
1647978658-3316,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Den of Thieves,Den of Thieves,https://www.imdb.com/title/tt1259528/?ref_=adv_li_tt,2018,18,2h,20m,140,7,107K,107000,"January 19, 2018 (United States)",United States,19-Jan-18,19,Jan,2018,"$44,947,622 ","$15,206,108 ","$80,509,622 "
1647971855-1832,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Boxtrolls,The Boxtrolls,https://www.imdb.com/title/tt0787474/?ref_=adv_li_tt,2014,PG,1h,36m,96,6.8,57K,57000,"September 26, 2014 (United States)",United States,26-Sep-14,26,Sep,2014,"$50,837,305 ","$17,275,239 ","$108,255,770 "
1647968395-1109,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Terminal,The Terminal,https://www.imdb.com/title/tt0362227/?ref_=adv_li_tt,2004,PG-13,2h,8m,128,7.4,444K,444000,"September 2, 2004 (Thailand)",Thailand,02-Sep-04,02,Sep,2004,"$77,872,883 ","$19,053,199 ","$219,100,084 "
1647978582-3299,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",House of Sand and Fog,House of Sand and Fog,https://www.imdb.com/title/tt0315983/?ref_=adv_li_tt,2003,R,2h,6m,126,7.5,68K,68000,"January 9, 2004 (United States)",United States,09-Jan-04,09,Jan,2004,"$13,040,288 ","$45,572 ","$16,763,804 "
1647980176-3646,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Old,Old,https://www.imdb.com/title/tt10954652/?ref_=adv_li_tt,2021,PG-13,1h,48m,108,5.8,90K,90000,"July 23, 2021 (United States)",United States,23-Jul-21,23,Jul,2021,"$48,276,510 ","$16,854,735 ","$90,146,510 "
1647971670-1791,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Nine Queens,Nine Queens,https://www.imdb.com/title/tt0247586/?ref_=adv_li_tt,2000,R,1h,54m,114,7.9,52K,52000,"August 31, 2000 (Argentina)",Argentina,31-Aug-00,31,Aug,2000,"$1,222,889 ","$40,724 ","$12,413,888 "
1647968716-1177,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",RoboCop,RoboCop,https://www.imdb.com/title/tt0093870/?ref_=adv_li_tt,1987,R,1h,42m,102,7.6,251K,251000,"July 17, 1987 (United States)",United States,17-Jul-87,17,Jul,1987,"$53,424,681 ","$8,008,721 ","$53,425,389 "
1647964606-321,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",A Good Day to Die Hard,A Good Day to Die Hard,https://www.imdb.com/title/tt1606378/?ref_=adv_li_tt,2013,15,1h,38m,98,5.2,205K,205000,"February 14, 2013 (United Kingdom)",United Kingdom,14-Feb-13,14,Feb,2013,"$67,349,198 ","$24,834,845 ","$304,654,182 "
1647977846-3138,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Joe Dirt,Joe Dirt,https://www.imdb.com/title/tt0245686/?ref_=adv_li_tt,2001,PG-13,1h,31m,91,6,56K,56000,"April 11, 2001 (United States)",United States,11-Apr-01,11,Apr,2001,"$27,087,695 ","$8,016,008 ","$30,987,695 "
1647976872-2924,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement,https://www.imdb.com/title/tt0368933/?ref_=adv_li_tt,2004,G,1h,53m,113,5.8,79K,79000,"September 30, 2004 (Thailand)",Thailand,30-Sep-04,30,Sep,2004,"$95,170,481 ","$22,956,453 ","$134,734,481 "
1647972161-1899,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Experiment,The Experiment,https://www.imdb.com/title/tt0997152/?ref_=adv_li_tt,2010,R,1h,36m,96,6.4,55K,55000,"August 12, 2010 (South Korea)",South Korea,12-Aug-10,12,Aug,2010,null,null,"$716,580 "
1647967051-820,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones and the Kingdom of the Crystal Skull,https://www.imdb.com/title/tt0367882/?ref_=adv_li_tt,2008,PG-13,2h,2m,122,6.2,446K,446000,"May 22, 2008 (Thailand)",Thailand,22-May-08,22,May,2008,"$317,101,119 ","$100,137,835 ","$790,653,942 "
