web-scraper-order,web-scraper-start-url,title,detail,detail-href,year,rate,duration,imdb_rating,num_vote,release_date,gross_us_can,gross_opening_weekend,gross_worldwide,Date
1647967775-975,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Princess Diaries,The Princess Diaries,https://www.imdb.com/title/tt0247638/?ref_=adv_li_tt,2001,G,1h 55m,6.3,140K,"August 3, 2001 (United States)","$108,248,956 ","$22,862,269 ","$165,335,153 ","August 3, 2001"
1647964746-352,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",You've Got Mail,You've Got Mail,https://www.imdb.com/title/tt0128853/?ref_=adv_li_tt,1998,PG,1h 59m,6.7,208K,"February 5, 1999 (Thailand)","$115,821,495 ","$18,426,749 ","$250,821,495 ","February 5, 1999"
1647963592-102,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Crank: High Voltage,Crank: High Voltage,https://www.imdb.com/title/tt1121931/?ref_=adv_li_tt,2009,R,1h 36m,6.2,148K,"April 17, 2009 (United States)","$13,684,249 ","$6,963,565 ","$34,572,541 ","April 17, 2009"
1647966523-708,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Underworld,Underworld,https://www.imdb.com/title/tt0320691/?ref_=adv_li_tt,2003,R,2h 1m,7,265K,"September 19, 2003 (United Kingdom)","$51,970,690 ","$21,753,759 ","$95,708,457 ","September 19, 2003"
1647970026-1453,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Big,Big,https://www.imdb.com/title/tt0094737/?ref_=adv_li_tt,1988,PG,1h 44m,7.3,214K,"June 3, 1988 (United States)","$115,227,281 ","$8,216,190 ","$151,927,281 ","June 3, 1988"
1647977179-2993,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Joy Ride,Joy Ride,https://www.imdb.com/title/tt0206314/?ref_=adv_li_tt,2001,R,1h 37m,6.6,68K,"October 5, 2001 (United States)","$21,974,919 ","$7,347,259 ","$36,642,838 ","October 5, 2001"
1647968175-1061,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Oblivion,Oblivion,https://www.imdb.com/title/tt1483013/?ref_=adv_li_tt,2013,PG-13,2h 4m,7,511K,"April 19, 2013 (United States)","$89,107,235 ","$37,054,485 ","$286,168,572 ","April 19, 2013"
1647970084-1465,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Zootopia,Zootopia,https://www.imdb.com/title/tt2948356/?ref_=adv_li_tt,2016,G,1h 48m,8,477K,"February 25, 2016 (Thailand)","$341,268,248 ","$75,063,401 ","$1,024,121,104 ","February 25, 2016"
1647974870-2486,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Jersey Girl,Jersey Girl,https://www.imdb.com/title/tt0300051/?ref_=adv_li_tt,2004,PG-13,1h 42m,6.2,66K,"May 7, 2004 (Thailand)","$25,268,157 ","$8,300,000 ","$35,492,921 ","May 7, 2004"
1647970399-1534,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Village,The Village,https://www.imdb.com/title/tt0368447/?ref_=adv_li_tt,2004,PG-13,1h 48m,6.6,256K,"August 26, 2004 (Thailand)","$114,197,520 ","$50,746,142 ","$256,697,520 ","August 26, 2004"
1647965129-424,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Final Destination 3,Final Destination 3,https://www.imdb.com/title/tt0414982/?ref_=adv_li_tt,2006,R,1h 33m,5.8,139K,"February 9, 2006 (Thailand)","$54,098,051 ","$20,125,000 ","$118,890,272 ","February 9, 2006"
1647969203-1281,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250","Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",https://www.imdb.com/title/tt5027774/?ref_=adv_li_tt,2017,R,1h 55m,8.1,485K,"March 8, 2018 (Thailand)","$54,513,740 ","$322,168 ","$160,260,573 ","March 8, 2018"
1647977706-3107,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Pompeii,Pompeii,https://www.imdb.com/title/tt1921064/?ref_=adv_li_tt,2014,15,1h 45m,5.5,110K,"February 21, 2014 (Canada)","$23,219,748 ","$10,340,823 ","$117,831,631 ","February 21, 2014"
1647966888-785,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Philadelphia,Philadelphia,https://www.imdb.com/title/tt0107818/?ref_=adv_li_tt,1993,PG-13,2h 5m,7.7,237K,"January 14, 1994 (United States)","$77,446,440 ","$143,433 ","$206,678,440 ","January 14, 1994"
1647969428-1328,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",A.I. Artificial Intelligence,A.I. Artificial Intelligence,https://www.imdb.com/title/tt0212720/?ref_=adv_li_tt,2001,PG-13,2h 26m,7.2,303K,"June 29, 2001 (United States)","$78,616,689 ","$29,352,630 ","$235,926,552 ","June 29, 2001"
1647977063-2967,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Before the Devil Knows You're Dead,Before the Devil Knows You're Dead,https://www.imdb.com/title/tt0292963/?ref_=adv_li_tt,2007,R,1h 57m,7.3,103K,"October 26, 2007 (United States)","$7,084,227 ","$73,837 ","$25,038,466 ","October 26, 2007"
1647969549-1354,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Us,Us,https://www.imdb.com/title/tt6857112/?ref_=adv_li_tt,2019,18,1h 56m,6.8,271K,"March 22, 2019 (United States)","$175,084,580 ","$71,117,625 ","$255,185,482 ","March 22, 2019"
1647965543-498,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",American Pie 2,American Pie 2,https://www.imdb.com/title/tt0252866/?ref_=adv_li_tt,2001,R,1h 48m,6.4,251K,"August 10, 2001 (United States)","$145,103,595 ","$45,117,985 ","$287,553,595 ","August 10, 2001"
1647976015-2736,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Angry Birds Movie,The Angry Birds Movie,https://www.imdb.com/title/tt1985949/?ref_=adv_li_tt,2016,G,1h 37m,6.3,89K,"May 12, 2016 (Thailand)","$107,509,366 ","$38,155,177 ","$352,333,929 ","May 12, 2016"
1647977501-3062,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",A Dangerous Method,A Dangerous Method,https://www.imdb.com/title/tt1571222/?ref_=adv_li_tt,2011,R,1h 39m,6.4,102K,"November 10, 2011 (Germany)","$5,704,709 ","$167,953 ","$30,519,436 ","November 10, 2011"
1647967807-982,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Blade,Blade,https://www.imdb.com/title/tt0120611/?ref_=adv_li_tt,1998,R,2h,7.1,265K,"August 21, 1998 (United States)","$70,087,718 ","$17,073,856 ","$131,211,377 ","August 21, 1998"
1647978537-3289,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Wet Hot American Summer,Wet Hot American Summer,https://www.imdb.com/title/tt0243655/?ref_=adv_li_tt,2001,R,1h 37m,6.5,57K,"July 27, 2001 (India)","$295,206 ","$17,481 ","$295,206 ","July 27, 2001"
1647967492-914,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",GoldenEye,GoldenEye,https://www.imdb.com/title/tt0113189/?ref_=adv_li_tt,1995,15,2h 10m,7.2,253K,"November 17, 1995 (United States)","$106,429,941 ","$26,205,007 ","$352,194,034 ","November 17, 1995"
1647963780-142,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Three Kings,Three Kings,https://www.imdb.com/title/tt0120188/?ref_=adv_li_tt,1999,R,1h 54m,7.1,169K,"February 25, 2000 (Thailand)","$60,652,036 ","$15,847,636 ","$107,752,036 ","February 25, 2000"
1647969774-1401,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250","The Good, the Bad and the Ugly","The Good, the Bad and the Ugly",https://www.imdb.com/title/tt0060196/?ref_=adv_li_tt,1966,R,2h 41m,8.8,738K,"December 23, 1966 (Italy)","$25,100,000 ",null,"$25,253,751 ","December 23, 1966"
1647975702-2668,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Lords of Dogtown,Lords of Dogtown,https://www.imdb.com/title/tt0355702/?ref_=adv_li_tt,2005,PG-13,1h 47m,7.1,55K,"June 3, 2005 (United States)","$11,273,517 ","$5,623,373 ","$13,411,957 ","June 3, 2005"
1647980114-3633,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Love,Love,https://www.imdb.com/title/tt3774694/?ref_=adv_li_tt,2015,TV-MA,2h 15m,6.1,56K,"July 15, 2015 (France)","$249,083 ","$29,301 ","$861,057 ","July 15, 2015"
1647975712-2670,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Epic Movie,Epic Movie,https://www.imdb.com/title/tt0799949/?ref_=adv_li_tt,2007,PG-13,1h 26m,2.4,105K,"May 10, 2007 (Thailand)","$39,739,367 ","$18,612,544 ","$87,238,158 ","May 10, 2007"
1647970600-1577,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Avengers,The Avengers,https://www.imdb.com/title/tt0848228/?ref_=adv_li_tt,2012,G,2h 23m,8.1,1.3M,"May 1, 2012 (Thailand)","$623,357,910 ","$207,438,708 ","$1,518,815,515 ","May 1, 2012"
1647977223-3002,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Touch of Evil,Touch of Evil,https://www.imdb.com/title/tt0052311/?ref_=adv_li_tt,1958,PG-13,1h 35m,8,103K,"April 23, 1958 (Turkey)","$2,247,465 ","$70,725 ","$2,285,063 ","April 23, 1958"
1647975145-2547,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Halloween II,Halloween II,https://www.imdb.com/title/tt0082495/?ref_=adv_li_tt,1981,R,1h 32m,6.5,87K,"October 30, 1981 (United States)","$25,533,818 ","$7,446,508 ","$25,533,818 ","October 30, 1981"
1647977309-3021,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Fundamentals of Caring,The Fundamentals of Caring,https://www.imdb.com/title/tt2452386/?ref_=adv_li_tt,2016,TV-MA,1h 37m,7.3,71K,"June 24, 2016 (United States)",null,null,null,"June 24, 2016"
1647979226-3440,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",WarGames,WarGames,https://www.imdb.com/title/tt0086567/?ref_=adv_li_tt,1983,PG,1h 54m,7.1,98K,"June 3, 1983 (United States)","$79,567,667 ","$6,227,804 ","$79,567,667 ","June 3, 1983"
1647967770-974,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Hulk,Hulk,https://www.imdb.com/title/tt0286716/?ref_=adv_li_tt,2003,G,2h 18m,5.6,263K,"June 20, 2003 (United States)","$132,177,234 ","$62,128,420 ","$245,285,165 ","June 20, 2003"
1647974683-2445,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Race to Witch Mountain,Race to Witch Mountain,https://www.imdb.com/title/tt1075417/?ref_=adv_li_tt,2009,PG,1h 38m,5.7,59K,"April 9, 2009 (Thailand)","$67,172,594 ","$24,402,214 ","$106,387,141 ","April 9, 2009"
1647978369-3252,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",That Thing You Do!,That Thing You Do!,https://www.imdb.com/title/tt0117887/?ref_=adv_li_tt,1996,PG,1h 48m,7,68K,"October 4, 1996 (United States)","$25,857,416 ","$6,208,595 ","$34,585,416 ","October 4, 1996"
1647979909-3587,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Blue Lagoon,The Blue Lagoon,https://www.imdb.com/title/tt0080453/?ref_=adv_li_tt,1980,R,1h 44m,5.8,68K,"July 2, 1980 (United States)","$58,853,106 ",null,"$58,853,106 ","July 2, 1980"
1647966725-751,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Mr. & Mrs. Smith,Mr. & Mrs. Smith,https://www.imdb.com/title/tt0356910/?ref_=adv_li_tt,2005,PG-13,2h,6.5,480K,"June 9, 2005 (Thailand)","$186,336,279 ","$50,342,878 ","$487,287,646 ","June 9, 2005"
1647970363-1526,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Mummy,The Mummy,https://www.imdb.com/title/tt0120616/?ref_=adv_li_tt,1999,PG-13,2h 4m,7.1,417K,"August 11, 1999 (Thailand)","$155,385,488 ","$43,369,635 ","$415,933,406 ","August 11, 1999"
1647972165-1900,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",National Security,National Security,https://www.imdb.com/title/tt0271668/?ref_=adv_li_tt,2003,PG-13,1h 28m,5.6,50K,"January 17, 2003 (United States)","$36,381,186 ","$14,369,694 ","$50,097,949 ","January 17, 2003"
1647969578-1360,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Puss in Boots,Puss in Boots,https://www.imdb.com/title/tt0448694/?ref_=adv_li_tt,2011,PG,1h 30m,6.6,155K,"November 24, 2011 (Thailand)","$149,260,504 ","$34,077,439 ","$554,987,477 ","November 24, 2011"
1647978938-3377,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Triple 9,Triple 9,https://www.imdb.com/title/tt1712261/?ref_=adv_li_tt,2016,20,1h 55m,6.3,71K,"February 26, 2016 (United States)","$12,639,297 ","$6,109,085 ","$23,177,948 ","February 26, 2016"
1647975573-2640,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Innerspace,Innerspace,https://www.imdb.com/title/tt0093260/?ref_=adv_li_tt,1987,PG,2h,6.8,59K,"July 1, 1987 (United States)","$25,893,810 ","$4,739,913 ","$25,893,810 ","July 1, 1987"
1647964893-383,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Dark Tower,The Dark Tower,https://www.imdb.com/title/tt1648190/?ref_=adv_li_tt,2017,13,1h 35m,5.6,136K,"August 4, 2017 (United States)","$50,701,325 ","$19,153,698 ","$113,231,078 ","August 4, 2017"
1647971842-1829,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Color It Yellow,Color It Yellow,https://www.imdb.com/title/tt0405508/?ref_=adv_li_tt,2006,Not Rated,2h 47m,8.1,118K,"January 26, 2006 (India)","$2,197,694 ","$701,666 ","$10,800,778 ","January 26, 2006"
1647965727-536,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle of the Smithsonian,https://www.imdb.com/title/tt1078912/?ref_=adv_li_tt,2009,PG,1h 45m,6,191K,"May 21, 2009 (Thailand)","$177,243,721 ","$54,173,286 ","$413,106,170 ","May 21, 2009"
1647978095-3192,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Boy,The Boy,https://www.imdb.com/title/tt3882082/?ref_=adv_li_tt,2016,15,1h 37m,6,89K,"January 22, 2016 (Canada)","$35,819,556 ","$10,778,392 ","$73,929,392 ","January 22, 2016"
1647967858-993,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Walk the Line,Walk the Line,https://www.imdb.com/title/tt0358273/?ref_=adv_li_tt,2005,PG-13,2h 16m,7.8,246K,"February 16, 2006 (Thailand)","$119,519,402 ","$22,347,341 ","$186,797,986 ","February 16, 2006"
1647969752-1396,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",American History X,American History X,https://www.imdb.com/title/tt0120586/?ref_=adv_li_tt,1998,R,1h 59m,8.5,1.1M,"April 23, 1999 (Thailand)","$6,719,864 ","$156,076 ","$23,875,127 ","April 23, 1999"
1647967297-871,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Place Beyond the Pines,The Place Beyond the Pines,https://www.imdb.com/title/tt1817273/?ref_=adv_li_tt,2012,18,2h 20m,7.3,262K,"April 19, 2013 (United States)","$21,403,519 ","$279,457 ","$47,052,899 ","April 19, 2013"
1647964454-289,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Freaky Friday,Freaky Friday,https://www.imdb.com/title/tt0322330/?ref_=adv_li_tt,2003,PG,1h 37m,6.3,135K,"August 6, 2003 (United States)","$110,230,332 ","$22,203,007 ","$160,846,332 ","August 6, 2003"
1647967000-809,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250","Love, Rosie","Love, Rosie",https://www.imdb.com/title/tt1638002/?ref_=adv_li_tt,2014,15,1h 42m,7.2,136K,"November 6, 2014 (Thailand)","$20,431 ","$14,893 ","$25,574,387 ","November 6, 2014"
1647975470-2618,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Call,The Call,https://www.imdb.com/title/tt1911644/?ref_=adv_li_tt,2013,R,1h 36m,6.7,119K,"June 6, 2013 (Thailand)","$51,872,378 ","$17,118,745 ","$68,572,631 ","June 6, 2013"
1647963588-101,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Rocky Balboa,Rocky Balboa,https://www.imdb.com/title/tt0479143/?ref_=adv_li_tt,2006,PG,1h 42m,7.2,213K,"March 1, 2007 (Thailand)","$70,270,943 ","$12,158,168 ","$155,929,020 ","March 1, 2007"
1647969100-1259,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Lovely Bones,The Lovely Bones,https://www.imdb.com/title/tt0380510/?ref_=adv_li_tt,2009,PG-13,2h 15m,6.6,167K,"May 6, 2010 (Thailand)","$44,114,232 ","$116,616 ","$93,621,340 ","May 6, 2010"
1647963203-18,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Infernal Affairs,Infernal Affairs,https://www.imdb.com/title/tt0338564/?ref_=adv_li_tt,2002,R,1h 41m,8,123K,"December 12, 2002 (Hong Kong)","$169,659 ","$25,680 ","$8,836,958 ","December 12, 2002"
1647971661-1789,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250","Jeff, Who Lives at Home","Jeff, Who Lives at Home",https://www.imdb.com/title/tt1588334/?ref_=adv_li_tt,2011,R,1h 23m,6.5,64K,"March 30, 2012 (Brazil)","$4,269,426 ","$855,709 ","$4,704,757 ","March 30, 2012"
1647973191-2121,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Lady Vengeance,Lady Vengeance,https://www.imdb.com/title/tt0451094/?ref_=adv_li_tt,2005,R,1h 55m,7.5,77K,"July 29, 2005 (South Korea)","$211,667 ","$9,850 ","$23,834,149 ","July 29, 2005"
1647972727-2021,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Diving Bell and the Butterfly,The Diving Bell and the Butterfly,https://www.imdb.com/title/tt0401383/?ref_=adv_li_tt,2007,PG-13,1h 52m,8,107K,"May 23, 2007 (France)","$6,003,227 ","$75,721 ","$19,780,116 ","May 23, 2007"
1647965745-540,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Trainwreck,Trainwreck,https://www.imdb.com/title/tt3152624/?ref_=adv_li_tt,2015,R,2h 5m,6.2,136K,"August 27, 2015 (Thailand)","$110,212,700 ","$30,097,040 ","$140,795,793 ","August 27, 2015"
1647972179-1903,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Bridget Jones: The Edge of Reason,Bridget Jones: The Edge of Reason,https://www.imdb.com/title/tt0317198/?ref_=adv_li_tt,2004,R,1h 48m,6,113K,"December 16, 2004 (Thailand)","$40,226,215 ","$8,684,055 ","$265,126,918 ","December 16, 2004"
1647969662-1377,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,https://www.imdb.com/title/tt1790809/?ref_=adv_li_tt,2017,PG-13,2h 9m,6.6,292K,"May 25, 2017 (Thailand)","$172,558,876 ","$62,983,253 ","$794,881,442 ","May 25, 2017"
1647969442-1331,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",The Reader,The Reader,https://www.imdb.com/title/tt0976051/?ref_=adv_li_tt,2008,R,2h 4m,7.6,240K,"February 12, 2009 (Thailand)","$34,194,407 ","$168,051 ","$108,902,486 ","February 12, 2009"
1647976317-2803,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Tully,Tully,https://www.imdb.com/title/tt5610554/?ref_=adv_li_tt,2018,R,1h 35m,6.9,58K,"May 24, 2018 (Thailand)","$9,369,755 ","$3,282,610 ","$15,636,462 ","May 24, 2018"
1647968298-1088,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Palm Springs,Palm Springs,https://www.imdb.com/title/tt9484998/?ref_=adv_li_tt,2020,R,1h 30m,7.4,146K,"July 10, 2020 (United States)","$164,000 ","$164,000 ","$1,512,871 ","July 10, 2020"
1647977412-3043,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Boys Don't Cry,Boys Don't Cry,https://www.imdb.com/title/tt0171804/?ref_=adv_li_tt,1999,R,1h 58m,7.5,97K,"March 31, 2000 (United States)","$11,540,607 ","$73,720 ","$11,540,607 ","March 31, 2000"
1647969049-1248,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Green Lantern,Green Lantern,https://www.imdb.com/title/tt1133985/?ref_=adv_li_tt,2011,PG-13,1h 54m,5.5,280K,"June 16, 2011 (Thailand)","$116,601,172 ","$53,174,303 ","$219,851,172 ","June 16, 2011"
1647979419-3482,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Hostiles,Hostiles,https://www.imdb.com/title/tt5478478/?ref_=adv_li_tt,2017,R,2h 14m,7.2,82K,"January 26, 2018 (United States)","$29,819,114 ","$22,849 ","$35,669,017 ","January 26, 2018"
1647974384-2381,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Harold and Maude,Harold and Maude,https://www.imdb.com/title/tt0067185/?ref_=adv_li_tt,1971,PG,1h 31m,7.9,76K,"December 20, 1971 (United States)",null,null,"$1,546 ","December 20, 1971"
1647974204-2341,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Friday the 13th Part III,Friday the 13th Part III,https://www.imdb.com/title/tt0083972/?ref_=adv_li_tt,1982,R,1h 35m,5.6,52K,"August 13, 1982 (United States)","$36,690,067 ","$9,406,522 ","$36,690,067 ","August 13, 1982"
1647976127-2761,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Overboard,Overboard,https://www.imdb.com/title/tt0093693/?ref_=adv_li_tt,1987,PG,1h 52m,6.9,58K,"December 16, 1987 (United States)","$26,713,187 ","$1,880,006 ","$26,713,187 ","December 16, 1987"
1647971764-1812,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",A Very Harold & Kumar Christmas,A Very Harold & Kumar Christmas,https://www.imdb.com/title/tt1268799/?ref_=adv_li_tt,2011,R,1h 30m,6.3,69K,"November 4, 2011 (United States)","$35,061,031 ","$12,954,142 ","$36,192,775 ","November 4, 2011"
1647975027-2521,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Ouija: Origin of Evil,Ouija: Origin of Evil,https://www.imdb.com/title/tt4361050/?ref_=adv_li_tt,2016,15,1h 39m,6.2,61K,"October 21, 2016 (United States)","$35,144,505 ","$14,065,500 ","$81,705,746 ","October 21, 2016"
1647969270-1295,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,https://www.imdb.com/title/tt0446029/?ref_=adv_li_tt,2010,PG-13,1h 52m,7.6,413K,"August 13, 2010 (Canada)","$33,281,690 ","$10,609,795 ","$49,421,974 ","August 13, 2010"
1647967742-968,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Collateral,Collateral,https://www.imdb.com/title/tt0369339/?ref_=adv_li_tt,2004,R,2h,7.5,388K,"August 6, 2004 (Thailand)","$101,005,703 ","$24,701,458 ","$220,239,925 ","August 6, 2004"
1647973436-2173,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Out of Time,Out of Time,https://www.imdb.com/title/tt0313443/?ref_=adv_li_tt,2003,PG-13,1h 45m,6.5,60K,"April 22, 2004 (Thailand)","$41,088,845 ","$16,185,316 ","$55,495,563 ","April 22, 2004"
1647966129-623,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Carol,Carol,https://www.imdb.com/title/tt2402927/?ref_=adv_li_tt,2015,15,1h 58m,7.2,126K,"February 11, 2016 (Thailand)","$12,711,491 ","$253,510 ","$40,272,135 ","February 11, 2016"
1647979322-3461,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",National Lampoon's Animal House,National Lampoon's Animal House,https://www.imdb.com/title/tt0077975/?ref_=adv_li_tt,1978,R,1h 49m,7.4,119K,"July 28, 1978 (United States)","$141,600,000 ","$276,538 ","$141,600,000 ","July 28, 1978"
1647964789-361,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Deep Impact,Deep Impact,https://www.imdb.com/title/tt0120647/?ref_=adv_li_tt,1998,PG-13,2h,6.2,175K,"May 8, 1998 (United States)","$140,464,664 ","$41,152,375 ","$349,464,664 ","May 8, 1998"
1647972844-2047,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Majestic,The Majestic,https://www.imdb.com/title/tt0268995/?ref_=adv_li_tt,2001,PG,2h 32m,6.9,54K,"December 21, 2001 (United States)","$27,807,266 ","$4,904,339 ","$37,317,673 ","December 21, 2001"
1647965305-449,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Knowing,Knowing,https://www.imdb.com/title/tt0448011/?ref_=adv_li_tt,2009,PG-13,2h 1m,6.2,231K,"March 26, 2009 (Thailand)","$79,957,634 ","$24,604,751 ","$183,658,498 ","March 26, 2009"
1647973099-2101,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",The Whole Ten Yards,The Whole Ten Yards,https://www.imdb.com/title/tt0327247/?ref_=adv_li_tt,2004,PG-13,1h 38m,5.4,56K,"August 19, 2004 (Thailand)","$16,328,471 ","$6,685,381 ","$26,170,671 ","August 19, 2004"
1647967116-833,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Evil Dead,Evil Dead,https://www.imdb.com/title/tt1288558/?ref_=adv_li_tt,2013,R,1h 31m,6.5,167K,"May 16, 2013 (Thailand)","$54,239,856 ","$25,775,847 ","$97,542,952 ","May 16, 2013"
1647977269-3012,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",Ella Enchanted,Ella Enchanted,https://www.imdb.com/title/tt0327679/?ref_=adv_li_tt,2004,G,1h 36m,6.3,67K,"August 12, 2004 (Thailand)","$22,918,387 ","$6,100,000 ","$27,388,767 ","August 12, 2004"
1647964361-269,"https://www.imdb.com/search/title/?title_type=feature&num_votes=120001,&count=250",Hard Candy,Hard Candy,https://www.imdb.com/title/tt0424136/?ref_=adv_li_tt,2005,R,1h 44m,7,159K,"April 28, 2006 (United States)","$1,024,640 ","$58,049 ","$7,022,209 ","April 28, 2006"
1647979768-3557,"https://www.imdb.com/search/title/?title_type=feature&num_votes=50000,120000&count=250",National Lampoon's Vacation,National Lampoon's Vacation,https://www.imdb.com/title/tt0085995/?ref_=adv_li_tt,1983,R,1h 38m,7.3,106K,"July 29, 1983 (United States)","$61,418,063 ","$8,333,358 ","$61,418,063 ","July 29, 1983"
